species_key,occurrence_count,scientific_name
2225816,3400,Pachygrapsus transversus
8895562,3364,Palaeocaris secretanae
5178057,3357,Caprella mutica
9476680,3354,Afruca tangeri
6463133,3353,Animoceradocus semiserratus
2217674,3350,Hyalella azteca
5716743,3347,Coenobita rugosus
2227381,3345,Cambarus bartonii
2219050,3331,Unciola crenatipalma
4311947,3304,Dardanus arrosor
4312313,3295,Anapagurus laevis
2208749,3276,Cylisticus convexus
2226188,3273,Alpheus glaber
6456679,3266,Ancylomenes pedersoni
2226644,3249,Oregonia gracilis
4310278,3249,Processa nouveli
2226332,3244,Lebbeus groenlandicus
2217213,3233,Phoxocephalus holbolli
2207855,3227,Trichoniscus pygmaeus
5175654,3218,Ligia exotica
2225562,3205,Scylla serrata
2222104,3181,Sclerocrangon boreas
4316537,3165,Urothoe grimaldii
11469758,3163,Grimothea planipes
2227712,3150,Panopeus simpsoni
2226844,3147,Pinnotheres pisum
4382641,3142,Ebalia cranchii
2226159,3134,Alpheus normanni
2222505,3114,Dichelopandalus bonnieri
5177443,3113,Iphinoe serrata
6460960,3112,Medicorophium affine
2216089,3105,Urothoe marina
5177257,3094,Squilla empusa
2206912,3068,Lekanesphaera hookeri
2220799,3068,Praunus flexuosus
2225442,3034,Palaemon vulgaris
2214479,3011,Diastylis rugosa
2219226,3007,Jassa falcata
5863595,2983,Taliepus dentatus
5178664,2980,Hippolyte varians
2218906,2974,Arrhis phyllonyx
4314679,2973,Crassicorophium bonellii
2219527,2972,Ampelisca gibba
2225020,2971,Palaemon adspersus
2216573,2958,Stenothoe marina
2217042,2956,Haustorius arenarius
2227994,2943,Thysanoessa gregaria
2219437,2941,Ampelisca sarsi
6284372,2937,Porcellio dilatatus
5970107,2906,Homalaspis plana
5178721,2901,Fabia subquadrata
2222061,2868,Telmessus cheiragonus
9752528,2842,Robustosergia robusta
2222521,2835,Rhynchocinetes typus
2222157,2828,Argis dentata
9507585,2819,Tubuca arcuata
6454217,2802,Eusergestes arcticus
9036683,2796,Romaleon setosum
2224359,2782,Paralithodes camtschaticus
2215843,2777,Amphilochus manudens
2223792,2777,Metapenaeus ensis
2226317,2766,Spirontocaris holmesi
9199547,2764,Danielethus patagonicus
4309821,2763,Eualus occultus
2217354,2751,Monocorophium acherusicum
2225854,2717,Processa canaliculata
8946295,2689,Pontastacus leptodactylus
2222057,2688,Pirimela denticulata
5970113,2670,Pseudocorystes sicarius
2223025,2666,Neocaridina denticulata
2216369,2662,Calliopius laeviusculus
8454998,2652,Orbitoplax weaveri
2216932,2650,Dexamine spinosa
5863722,2648,Paraxanthus barbiger
2225848,2647,Processa edulis
5175619,2646,Ligia occidentalis
2225741,2635,Armases cinereum
2225820,2620,Grapsus albolineatus
4417555,2620,Austropotamobius torrentium
2203641,2619,Armadillidium versicolor
9444500,2606,Minuca pugnax
2223178,2605,Bentheogennema burkenroadi
10706085,2603,Gilvossius tyrrhenus
2217271,2579,Harpinia mucronata
4647241,2564,Petrolisthes tuberculosus
2203804,2555,Armadillidium depressum
2225524,2555,Chaceon quinquedens
2219298,2547,Ericthonius punctatus
4312059,2544,Pagurus forceps
2226492,2539,Eualus pusiolus
4307474,2528,Atelecyclus undecimdentatus
2216084,2506,Urothoe pulchella
2222559,2487,Systellaspis debilis
5178350,2475,Galathea dispersa
2224515,2465,Macrobrachium nipponense
2219067,2458,Microdeutopus anomalus
5178443,2452,Aristeus antennatus
2223830,2449,Penaeus paulensis
6456657,2438,Urocaris longicaudata
5863619,2435,Portunus armatus
4316091,2416,Tryphosa nana
4311610,2409,Calcinus tubularis
2222385,2399,Plesionika martia
2219024,2397,Aora gracilis
2221691,2376,Scyllarus arctus
5178051,2355,Caprella acanthifera
2222129,2348,Pontophilus spinosus
5177588,2346,Ampithoe rubricata
2224777,2345,Macrobrachium australiense
2227991,2345,Thysanoessa inermis
2222416,2344,Plesionika heterocarpus
2219218,2342,Jassa marmorata
11716918,2340,Grimothea quadrispina
2215819,2336,Apolochus neapolitanus
5178689,2317,Maja crispata
4312078,2298,Pagurus anachoretus
2217324,2296,Corophium multisetosum
4377764,2293,Monodaeus couchii
2222986,2283,Upogebia pusilla
2212716,2275,Anthura gracilis
2226398,2270,Lysmata seticaudata
