species_key,occurrence_count,scientific_name
5184659,942,Acropora clathrata
2257582,941,Actinauge cristata
2261694,941,Lepidisis olapa
5184658,939,Acropora yongei
5184601,933,Acropora granulosa
7459872,927,Antillogorgia rigida
2260500,926,Gardineroseris planulata
2261892,919,Calyptrophora angularis
5841516,918,Isidella tentaculum
2260083,916,Favites halicora
2259532,914,Hydnophora microconos
2263421,909,Duva florida
5184471,905,Paracyathus pulchellus
2260958,900,Muricea pinnata
2260322,898,Mussismilia hispida
2259550,896,Tubastraea micranthus
5184698,883,Acropora horrida
7014509,882,Psammocora haimiana
2257924,878,Diadumene cincta
5184743,875,Monomyces rubrum
2260151,873,Goniastrea edwardsi
5184892,871,Eunicea pallida
2260320,865,Mussismilia harttii
5185053,859,Narella dichotoma
7579650,857,Lithophyllon repanda
2256631,852,Anemonia sulcata
2260328,848,Lobophyllia corymbosa
12097309,847,Sclerophytum flexibile
2258901,843,Psammocora contigua
2259534,840,Hydnophora rigida
5184512,835,Conotrochus brunneus
5184538,833,Pectinia lactuca
2258735,831,Distichoptilum gracile
5184609,825,Acropora acuminata
2260343,822,Acanthastrea echinata
2258266,816,Antipathes atlantica
5841658,810,Annella mollis
9490226,807,Cyathaxonia distorta
2256300,803,Actinostola carlgreni
2262000,801,Callogorgia compressa
2259718,794,Heteropsammia cochlea
2259092,793,Stephanocyathus coronatus
2260059,793,Oulastrea crispata
10221679,789,Hemicorallium regale
9552468,789,Cyathophyllum torquium
2259978,787,Montipora digitata
2260483,783,Letepsammia formosissima
2257327,782,Hormathia digitata
2257738,781,Anthothoe chilensis
4283510,776,Peachia cylindrica
2261968,775,Callogorgia gracilis
2259945,773,Montipora verrucosa
7014510,772,Pocillopora acuta
2260265,771,Flabellum knoxi
2260539,770,Pavona maldivensis
2264117,770,Leptogorgia virgulata
4339670,770,Zoanthus sansibaricus
2260592,761,Heliofungia actiniformis
2258241,759,Antipathes furcata
2260273,759,Flabellum pavoninum
2260634,754,Podabacia crustacea
5711917,749,Acropora subulata
5184349,745,Sphenopus marsupialis
5184029,744,Edwardsia danica
2259605,743,Enallopsammia profunda
9989769,741,Mussismilia leptophylla
7680613,739,Aiptasia couchii
5184720,737,Echinopora gemmacea
2260529,736,Pavona cactus
7726958,735,Danafungia horrida
2259698,733,Dendrophyllia alcocki
2258604,732,Pachycerianthus multiplicatus
8039135,732,Callogorgia delta
2261804,731,Thouarella hilgendorfi
2264123,731,Leptogorgia alba
9769333,726,Pseudactinia flagellifera
2256994,722,Stichodactyla helianthus
2260531,718,Pavona explanulata
2259156,710,Caryophyllia diomedeae
2259290,710,Euphyllia glabrescens
2260094,704,Leptastrea transversa
2260162,701,Cyphastrea chalcidicum
2259280,700,Physogyra lichtensteini
2257821,699,Sagartia lacerata
